date,time,name,images,logo,category,details,instructions,tagline,priceline,developer,timeline,info,verification,help,privacy_policy,url 
2022-01-09,12:37:36 AM,Technology Finder,,https://d3h0owdjgzys62.cloudfront.net/images/50974/live_cover_art/thumb2x/logo.png,"Candidate Assessment,, Collaboration & Communication","In-app help for IT recruiters.

If you are looking at hiring software developers, it can be difficult to find out how old a programming language or technology is.

This application lets you quickly search and find that information. As a result, you can set more accurate expectations for a candidate experience.",Simply click the Install button.,Easily identify how old the technologies you need for a job post really are.,Free,Published by MTL Node,About 4 days ago in,"Works with
             
                  Freshteam",Verified by Freshworks,"mailto:support@canadesk.ca, https://canadesk.ca",https://canadesk.ca/,https://www.freshworks.com/apps/freshteam/technology_finder/
2022-01-09,12:37:40 AM,vTiger CRM Integration,"https://d3h0owdjgzys62.cloudfront.net/images/8558/live_screenshot/large2x/vtiger_1.png, https://d3h0owdjgzys62.cloudfront.net/images/8558/live_screenshot/large2x/fd_screen.png",https://d3h0owdjgzys62.cloudfront.net/images/8558/live_cover_art/thumb2x/unnamed.jpg,"CRM, Sales & Marketing","Whenever an agent opens up the ticket, based on the email address of the customer/requester, this app will fetch customer details from your vTiger CRM app and display it in the ticket sidebar. With this integration your agents will immediately have access to :
1. Customer Name
2. Title
3. Phone Number

This way, your agents will have easy access to all the relevant customer information they need without having to leave Freshdesk.","1. Login to your support portal as an administrator.
2. Go to Admin > Helpdesk Productivity > Apps. 
3. Click on ""Get More Apps"" and select  vTiger CRM Integration from the CRM section.
4. Click on Install. You will be asked for vTiger CRM's sub-domain, username and access token. 
5. Provide necessary details and click on Install, to enable the integration

Please note that to display information about requester, they should be a contact in Freshdesk and vTiger CRM, provided, the email id is the same in both the portals. Only if the contact is also present in vTiger CRM, the details would be fetched and displayed inside the ticket sidebar in Freshdesk.",This app fetches customer details from your vTiger CRM and displays it in the Freshdesk portal.,Free,Published by srigranth,About 4 months ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:admin@universum-india.com, http://sri-granth.com/contact-us.php",,https://www.freshworks.com/apps/freshdesk/vtiger_crm_integration/
2022-01-09,12:37:54 AM,Magento 2.x,"https://d3h0owdjgzys62.cloudfront.net/images/10523/live_screenshot/large2x/Order_fillter_freshsales.png, https://d3h0owdjgzys62.cloudfront.net/images/10523/live_screenshot/large2x/Order_details_freshsales.png, https://d3h0owdjgzys62.cloudfront.net/images/10523/live_screenshot/large2x/App_freshsales.png, https://d3h0owdjgzys62.cloudfront.net/images/10523/live_screenshot/large2x/Installation_freshsales.png",https://d3h0owdjgzys62.cloudfront.net/images/10523/live_cover_art/thumb2x/m2.png,Lead Intelligence & Information,"Magento 2 app for the CRM gives you an extra edge towards your eCommerce Leads and Contacts by sharing their existing Orders directly inside the CRM, which helps you make better sales-driven decisions and recognize the potential of your customers.

Note: Works only for Magento 2.x versions.

On every Contact CRM page, you're able to view their recent orders and specific order details to help gain more info about the connections.

Key features:
- List orders from all Magento stores in your account
- Filter Orders by Stores and Time
- Get details for each order inside the CRM","To access Magento customer details in the CRM:

On Magento:
A new integration needs to be created inside the Magento Admin dashboard.

Steps:
1. Log in to Admin and click System > Integrations to display the Integrations page.
2. Click Add New Integration to display the New Integration page.
3. Enter a unique name for the integration in the Name field. Then enter your admin password in the Your Password field. Leave all other fields blank.
4. Click the API tab. Select ""Custom"" in resource access. Select ""Sales"", ""Catalog"", ""Customers"" and ""Stores"" from the resources tree.
4. Click Save to save your changes and return to the Integrations page.
5. Click the Activate link in the grid that corresponds to the newly-created integration.
6. Click Allow for allowing access to presented resources.
7. You'll be presented with API tokens. Copy ""Access Token"" into the clipboard.

On the CRM:
Steps:
1. Go to Admin Section (from left sidebar)
2. Select Apps --> Magento.
3. Click on Install
4. In the app configuration page, enter the Shop Name and URL
5. Paste the Access Token, Store URL & the CRM API key (available under Profile Settings > API Settings, accessible from top right menu) into their relevant fields.
6. Click on Enable",Check your Lead/Contact orders from your Magento 2 store directly inside the CRM.,Free,Published by effy,About about 1 year ago in,"Works with
             
                  Freshsales Classic",Verified by Freshworks,"mailto:support@effy.co.in, https://effy.freshdesk.com/",https://www.freshworks.com/privacy/,https://www.freshworks.com/apps/freshsales/magento_2x/
2022-01-09,12:38:33 AM,Outlook Contacts,"https://d3h0owdjgzys62.cloudfront.net/images/12071/live_screenshot/large2x/Connected.png, https://d3h0owdjgzys62.cloudfront.net/images/12071/live_screenshot/large2x/Sync_contacts_page.png, https://d3h0owdjgzys62.cloudfront.net/images/12071/live_screenshot/large2x/Screenshot_2019_08_30_at_3.51.28_PM.png",https://d3h0owdjgzys62.cloudfront.net/images/12071/live_cover_art/thumb2x/Slice_1.png,Data Sync & Migration,"The Outlook contacts integration allows every user in Freshsales to keep their CRM database up-to-date by syncing their contacts folder from Outlook for Office 365.

* Users can choose to sync one of their Outlook Contact folder as either leads (or) contacts or as both leads and contacts. 

* The first time the sync happens, all contacts from the selected contact folder are imported, provided the contact has an email address or phone number

* For every subsequent sync, any new contacts being added to the selected contacts folder or any modifications to the existing contacts is synced to Freshsales.

 Please note that this is a one-way sync i.e. Information flow is from Outlook Contacts to Freshsales and the sync happens once every 30mins",https://support.freshsales.io/en/support/solutions/articles/50000000059-how-to-sync-outlook-with-freshsales-to-bring-onboard-office-365-contacts-,Import your Outlook for Office 365 contacts into Freshsales as Leads or contacts,Free,Published by Freshsales,About over 2 years ago in,"Works with
             
                  Freshsales Classic",Verified by Freshworks,"mailto:support@freshsales.io, https://support.freshsales.io/en/support/solutions/articles/50000000059-how-to-sync-outlook-with-freshsales-to-bring-onboard-office-365-contacts-",https://www.freshworks.com/privacy/,https://www.freshworks.com/apps/freshsales/outlook_contacts_fsales/
2022-01-09,12:39:14 AM,Azure DevOps Integration Pro,"https://d3h0owdjgzys62.cloudfront.net/images/89334/live_screenshot/large2x/04_notify_freshdesk.png, https://d3h0owdjgzys62.cloudfront.net/images/89334/live_screenshot/large2x/03_create_freshdesk.png, https://d3h0owdjgzys62.cloudfront.net/images/89334/live_screenshot/large2x/02_configure_freshdesk.png, https://d3h0owdjgzys62.cloudfront.net/images/89334/live_screenshot/large2x/01_app_freshdesk.png, https://d3h0owdjgzys62.cloudfront.net/images/89334/live_screenshot/large2x/log_new_freshdesk.png",https://d3h0owdjgzys62.cloudfront.net/images/89334/live_cover_art/thumb2x/400_400_icon.png,"Agent Productivity,, Issue Tracking & Alerts","Freshdesk - Azure DevOps Integration App offers simple integration between Freshdesk and Azure DevOps. Using this app, support agents can create, link, and notify Azure DevOps work items. You can collaborate with your support team and developers in one place.

The Freshdesk-Azure DevOps app allows the support agents to create Azure DevOps work items from the Freshdesk apps form. The Freshdesk-Azure DevOps app also allows support agents to link existing Freshdesk tickets to existing Azure DevOps work items. In addition, the Freshdesk-Azure DevOps app allows support agents to help notify the Azure DevOps team by sending comments from Freshdesk support. 

We also support customization based on customer requests and tailored to your needs! We bring Azure DevOps closer to your business requirements!

The Freshdesk-Azure DevOps app provides couple of options like **Create Work Item**, **Link Work Item**, **Notify** , **Work Item Log** & **Configure App**. 
**Create Work Item:** The **Create Work Item:** lets the user create new work item # in Azure DevOps from Freshdesk, the support agent can select the type of work item he/she wants to create like Bug, Epic, Feature, Task, User Story, etc. Based on the work item type selection he will see all the Azure DevOps fields. The User can make the selection and click on Create button which would create a work item in Azure DevOps and then display the corresponding Azure DevOps work item Id in the App.   
**Link Work Item:**  Using this button in Freshdesk-DevOps app support agent can link an existing Azure DevOps Workitem # to the current Freshdesk ticket. Freshdesk-Azure DevOps app allows the user to create or link multiple work items to one Freshdesk ticket. 
**Notify:**  Notify button in the Freshdesk-Azure DevOps app allows the support agent to notify all the linked Azure DevOps work items to the current Freshdesk ticket these will show up as comments in Azure DevOps. 
**-Work Item Log:** In the Freshdesk-Azure DevOps app Work Item log modal shows you a couple of details of work item history including the comments history to the current Freshdesk ticket.  
**Configure App**:"" This will help to map certain fields between Freshdesk and Azure DevOps.

*Demo link:*
https://support.devopsintegration.io/support/solutions/articles/82000452072-how-to-use-freshdesk-azure-devops-integration-app-

*Docs Link:*
https://devopsintegration.io/docs/freshdesk-devops
https://devopsintegration.io/apps/freshdesk-azure-devops-integration

The Freshdesk - Azure DevOps Integration app is limited to 5 Projects and upto 25 work items per agent per month in the Pro version.*","1. Generate the Freshdesk token by referring to the following link. https://support.devopsintegration.io/support/solutions/articles/82000451474-how-to-generate-freshdesk-api-token-key
2. Generate the Azure DevOps token by referring to the following link https://support.devopsintegration.io/support/solutions/articles/82000451379-how-to-create-azure-devops-authentication-token
3. Click on the install button in the Freshdesk apps.
3. Enter the Freshdesk URL e.g. if your Freshdesk URL is https://xyz.freshdesk.com.
4. Enter the Freshdesk API key as generate in the first step.
5. Enter your Azure DevOps account URL and the token as generated in the second step.
6. Click on validate to validate the app.
7. After the app validated successfully click on the Install button to install the app.
8. Go to any of your Freshdesk tickets to use the app.","Simple integration between Freshdesk Azure DevOps. Create, Link Notify, View history of DevOps.",Paid,Published by DevOps Integration,About about 1 month ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:support@devopsintegration.io, https://support.devopsintegration.io",https://www.devopsintegration.io/privacy,https://www.freshworks.com/apps/freshdesk/azure_devops_integration_pro/
2022-01-09,12:39:20 AM,Xero,"https://d3h0owdjgzys62.cloudfront.net/images/6188/live_screenshot/large2x/Search_in_MP_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/6188/live_screenshot/large2x/MP_install_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/6188/live_screenshot/large2x/Login_Xero_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/6188/live_screenshot/large2x/Connected_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/6188/live_screenshot/large2x/Details_page_freshworks_crm.png",https://d3h0owdjgzys62.cloudfront.net/images/6188/live_cover_art/thumb2x/x.png,"Payments, Accounting & Billing","What does this integration with Xero offer?

1. View contact invoices within the CRM.
2. Get a summary of total paid and unpaid amount for each contact, account, and deal.
3. Pin Xero invoices against your records in the CRM.
4. Search for your Xero invoice without having to leave the CRM.","1. Go to Admin Settings > Marketplace Apps.
2. Search for the Xero app and click Install.
3. Click the 'Connect to Xero' button. This opens up an authentication page for you to enter the credentials for your Xero account.
4. Enter your Xero credentials and click Sign In.
5. Upon successful sign in, you will be directed to an authentication page that requests you to allow access to the CRM account.
6. Click 'Allow Access'. You will be redirected to the Xero integrations page in the CRM. You can find the company name and the email address that has been used to integrate your Xero account.
7. Click 'Save' to activate the integration on the CRM.",Manage invoices for your contacts in the CRM by integrating with Xero.,Free,Published by Freshsales,About over 3 years ago in,"Works with
             
                  Freshsales Suite",Verified by Freshworks,"mailto:crm-support@freshworks.com, https://crmsupport.freshworks.com/support/home",https://www.freshworks.com/privacy/,https://www.freshworks.com/apps/freshworks_crm/xero_invoice_fsales/
2022-01-09,12:39:23 AM,Paypal Invoices,"https://d3h0owdjgzys62.cloudfront.net/images/41243/live_screenshot/large2x/install_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/41243/live_screenshot/large2x/invoices_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/41243/live_screenshot/large2x/create_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/41243/live_screenshot/large2x/Create_invoice_2_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/41243/live_screenshot/large2x/Cancel_invoice_freshworks_crm.png",https://d3h0owdjgzys62.cloudfront.net/images/41243/live_cover_art/thumb2x/unnamed__1_.png,"Payments, Accounting & Billing","The PayPal Invoices app gives you the ability to connect your CRM account with PayPal's powerful invoicing platform. Quickly create, view and manage invoices right inside the CRM, from the Contact page. Created invoices are available in your PayPal account under the Invoicing tools.

Here’s what you can do with the app:

1. Create and send invoices — add a due date, CC emails, multiple line items with tax amount, notes and discounts.
2. View your existing invoices
3. Cancel your existing invoices","While setting up, you will be asked to provide your CRM account URL, API Key and the country of incorporation for your business.

After you have provided this information, click on ’Next’. A pop-up window will be opened to connect your PayPal account securely with the CRM.

Please ensure that your email address on PayPal is verified and that you can receive payments to successfully connect PayPal and the CRM.","Create, schedule, view and cancel invoices to your CRM contacts from PayPal",Free,Published by effy,About about 1 year ago in,"Works with
             
                  Freshsales Suite",Verified by Freshworks,"mailto:support@effy.co.in, https://effy.freshdesk.com",https://www.freshworks.com/privacy/,https://www.freshworks.com/apps/freshworks_crm/paypal_sales_invoices/
2022-01-09,12:39:28 AM,Gitlab - Orch,"https://d3h0owdjgzys62.cloudfront.net/images/97214/live_screenshot/large2x/Screenshot_2021_06_04_at_10.35.45_PM_freshservice.png, https://d3h0owdjgzys62.cloudfront.net/images/97214/live_screenshot/large2x/Screenshot_2021_06_04_at_10.35.01_PM_freshservice.png",https://d3h0owdjgzys62.cloudfront.net/images/97214/live_cover_art/thumb2x/gitlab_icon_2x.png,Orchestration Apps,"Orchestration apps let you automate repeatable tasks and actions that span across a diverse set of systems and applications using workflows. 

Some of the key actions supported by this app are listed below. For an exhaustive list of actions and sample use cases please refer to the documentation available in the following URL

https://support.freshservice.com/en/support/solutions/folders/50000000616

1. User Management
- Lookup user by email
- Lookup user by username
- Get user by id
- Add user to project

2. Project Management
- Lookup project
- Update project
- Delete project
- Create project

3. Group Management
- Add user to group
- Remove user from group
- Add user to multiple groups
- Remove user from multiple groups
- Lookup Group by name","Please click on the link below so you can be redirected to the solution article with detailed information on the installation process.

https://support.freshservice.com/en/support/solutions/articles/50000003561","Perform operations on Gitlab Users, Groups and Project via the Workflow Automator.",Free,Published by Freshworks,About 4 months ago in,"Works with
             
                  Freshservice",Verified by Freshworks,"mailto:support@freshservice.com, https://support.freshservice.com",https://www.freshworks.com/privacy/,https://www.freshworks.com/apps/freshservice/gitlab_-_orch/
2022-01-09,12:39:33 AM,Google Drive,"https://d3h0owdjgzys62.cloudfront.net/images/3993/live_screenshot/large2x/Iqr_I3CCHsFFQ1KmYRGXbM3DapZfg593jA.png, https://d3h0owdjgzys62.cloudfront.net/images/3993/live_screenshot/large2x/DNB3OqNiVZ5_u7JXUQ_2lu_DqXo4HGM_mQ.png",https://d3h0owdjgzys62.cloudfront.net/images/3993/live_cover_art/thumb2x/Google_Drive_logo.png,"File Sharing & Collaboration,, Knowledge & Content Management","The Google Drive Integration lets agents browse for files from their Google Drive folder and share them when submitting or replying to a ticket in Freshdesk. Some benefits of using this app are:

1. Each agent can link their Google Drive accounts to their Freshdesk accounts and use Google Drive's features to share documents and resources with customers.

2. Attachments made from Google Drive aren't stored in Freshdesk. They are hot linked from the original source, thereby removing file size restrictions and file upload difficulties for agents.","For installation steps, check out the link below:
https://support.freshdesk.com/support/solutions/articles/232355-the-google-drive-app",Get access to all your files and attachments from your Google Drive account inside your Freshdesk account,Free,Published by Freshdesk,About almost 4 years ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:support@freshdesk.com, https://support.freshdesk.com/support/solutions/articles/232355-the-google-drive-app",https://www.freshworks.com/privacy/,https://www.freshworks.com/apps/freshdesk/google_drive/
2022-01-09,12:40:49 AM,Directcall APP Cloud - Versão Freshdesk,"https://d3h0owdjgzys62.cloudfront.net/images/34531/live_screenshot/large2x/1.png, https://d3h0owdjgzys62.cloudfront.net/images/34531/live_screenshot/large2x/2.png, https://d3h0owdjgzys62.cloudfront.net/images/34531/live_screenshot/large2x/3.png, https://d3h0owdjgzys62.cloudfront.net/images/34531/live_screenshot/large2x/4.png, https://d3h0owdjgzys62.cloudfront.net/images/34531/live_screenshot/large2x/5.png",https://d3h0owdjgzys62.cloudfront.net/images/34531/live_cover_art/thumb2x/logo_dc_400x400_bco.png,"Agent Productivity,, Chat, Video & Telephony","O Directcall APP distribui ligações recebidas e dados do contato para o atendente certo, seguindo as suas regras de atendimento.

Grava ligação recebida e realizada e associa ao ticket de cada contato.
Abre ticket nas ligações e SMS recebidos
Basta um clique no telefone dos contatos para iniciar uma ligação ou SMS, para ouvir ligações gravadas nos tickets e muito mais.

Por que Directcall?
Fornece nº de telefone novo ou portabilidade nos 67 códigos de área do Brasil – Direto na operadora.
Com faturamento em Reais, atendimento e suporte em Português.
Com mobilidade para o atendente que pode falar a partir do navegador (WRTC), Telefone IP, Fixo ou Móvel.

Opcionais interessantes:
- URA na nuvem, Assistente Virtual:
Com recursos como: Validação de dados no Freshdesk (ex. CPF) e encaminhamento de quem liga para o departamento ou atendente certo. Automatização do protocolo de atendimento (ticket). Pesquisa de satisfação. Callback e muito mais. 

- 3cx PBX e Callcenter IP integrado com a Diretcall APP, direto na operadora.
A 3CX indica o SIP Trunk da Directcall como preferencial no Brasil","Siga as instruções abaixo para instalar o DirectCall APP à partir do Marketplace.
Para proceder com a instalação, por dentro do Freshdesk, comece pelo ítem 4.

1 – Encontre o DirectCall APP no marketplace do Freshdesk e clique no botão ""install"" para iniciar a instalação:
https://www.freshworks.com/apps/freshdesk/directcall_app_cloud_-_verso_freshdesk

2 - Um pop-up será aberto, para que você informe a URL de sua empresa no Freshdesk.
Certifique-se de que salvou corretamente a URL.

3 - Você será direcionado a uma tela de login.
Ao se logar, o Freshdesk deverá ser aberto já na pagina ""Admin"",  aba ""Apps"".

4 - Na aba Admin (ícone de engrenagem), clique no botão ""Get more Apps"" para ter acesso à todos os aplicativos do Marketplace.

5 - No canto superior direito, escreva ""DirectCall APP"" no campo de busca, para ser direcionado à página do aplicativo.
Então, clique no botão ""Install"".

6 - Aguarde alguns instantes, até que a instalação seja executada. 
Ao observar o botão ""flegado"" em verde, significa que o processo de instalação foi completado com sucesso!

7 - Note que um ícone de telefonia foi adicionado à barra lateral esquerda, clique para abrir o DirectCall APP.
Logue-se com seus dados de acesso, ou clique em ""Criar senha teste"" para a ativação de um SIP gratuito.

IMPORTANTE: Para obter período de free trial mais completo, com número de telefone  (para fazer e atender ligações), envie solicitação para o email: 
canal@directcall.com.br",Automatiza ligações e dados de contatos para atendentes. Grava. Abre ticket automático e muito mais.,Free,,About 4 months ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:suporte@directcall.com.br, https://directcall.com.br/fale-conosco/",,https://www.freshworks.com/apps/freshdesk/directcall_app_cloud_-_verso_freshdesk/
2022-01-09,12:41:40 AM,IntegrateCloud Freshdesk-JIRA integration App,"https://d3h0owdjgzys62.cloudfront.net/images/3535/live_screenshot/large2x/CreateIssueN.PNG, https://d3h0owdjgzys62.cloudfront.net/images/3535/live_screenshot/large2x/IssueCommentsN.PNG, https://d3h0owdjgzys62.cloudfront.net/images/3535/live_screenshot/large2x/Notify.PNG, https://d3h0owdjgzys62.cloudfront.net/images/3535/live_screenshot/large2x/ProjectSelect.PNG, https://d3h0owdjgzys62.cloudfront.net/images/3535/live_screenshot/large2x/Screen.PNG",https://d3h0owdjgzys62.cloudfront.net/images/3535/live_cover_art/thumb2x/JIRA.jpg,Issue Tracking & Alerts,"The JIRA Integration App, by IntegrateCloud, allows users to create JIRA issues from the Freshdesk tickets. It also allows you to link existing Freshdesk tickets to an existing JIRA issue. In addition, this integration enables agents to notify the JIRA team by sending comments to Freshdesk Support. 

The App has four tabs, 'Create Issue', 'Link Issue', 'Notify', and 'Tickets'.
Create Issue: Click the Create Issue tab to load the JIRA project and JIRA Issue type, and based on the selection it will load all the JIRA fields like reporter and assignee custom fields. The user can make a selection and click  'Create Issue' which would create an issue in JIRA and then display the corresponding JIRA Id in the app. 
-Link Issue: This tab allows you to link an existing Freshdesk ticket to one or multiple JIRA issues. 
-Notify: This tab allows a user to send notifications to the JIRA team which would show up as comments in JIRA. 
-Tickets: This tab shows you all the linked tickets in Freshdesk and JIRA.

We also support customization based on customer requests and tailored to your needs! We bring JIRA closer to your business model!","1. Log into your Freshdesk account and navigate to 'Admin'.
2. Locate the 'Marketplace' under 'Apps' , and look for 'IntegrateCloud Freshdesk JIRA Integration App.
3. Enter your JIRA credentials and Freshdesk subdomain, token ' then click 'validate'.
4. After the app is validated successfully, 'then click install to install the app'.
5. Now go to any of Freshdesk ticket to create,link your JIRA issues.","Simple and easy integration between Freshdesk and JIRA. Create, link and post comments to your JIRA.",Free,Published by sotiriszegiannis,About 4 months ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:ca@integratecloudinc.onmicrosoft.com, https://integratecloud.azuredesk.co/SupportHome/Index.aspx",,https://www.freshworks.com/apps/freshdesk/integratecloud_freshdesk-jira_integration_app/
2022-01-09,12:41:54 AM,Credit Card & Social Security Number Masker,"https://d3h0owdjgzys62.cloudfront.net/images/4473/live_screenshot/large2x/screen.png, https://d3h0owdjgzys62.cloudfront.net/images/4473/live_screenshot/large2x/New_screenshot.png",https://d3h0owdjgzys62.cloudfront.net/images/4473/live_cover_art/thumb2x/if_creditcard_1055079__1_.png,"Security, Risk & Governance","This app will protect sensitive customer data such as credit card or Social Security numbers that are mentioned in tickets. The app will obfuscate all but the last 4 digits of the numbers; the other digits will be masked by an ‘X’.  The data is protected in the Ticket Subject, Description, Private and Public Note. The app may also be configured to ignore masking numbers that start with a particular sequence of digits e.g. 99 if needed. The app can be configured to ignore masking for email tickets with subjects that match a certain set of keywords. The keywords must be entered as comma-separated values in the installation page.

What's new? 

The app can now be configured to ignore masking the tickets that belong to a particular group. 

The following credit card formats are covered in this app:

4242424242424242 Visa
4000056655665556 Visa (debit)
5555555555554444 Mastercard
2223003122003222 Mastercard (2-series)
5200828282828210 Mastercard (debit)
5105105105105100 Mastercard (prepaid)
378282246310005 American Express
371449635398431 American Express
6011111111111117 Discover
6011000990139424 Discover
30569309025904 Diners Club
38520000023237 Diners Club
3530111333300000 JCB
6200000000000005 UnionPay

Disclaimer: This app will mask any data that resembles a credit card/Social Security number.","1) Enter valid Freshdesk subdomain and API credentials for verification. If your Freshdesk URL is ""mycompany.freshdesk.com"" then your subdomain is ""mycompany"". 
2) Choose if the app must obfuscate only Credit card numbers or Social Security numbers or both. 
3) Provide the starting sequence of a number that must be ignored from masking, if required. 
4) If the app must avoid masking numbers in email-based tickets based on keywords from the email's subject, provide the keywords as comma-separated values in the text box provided.",Hide sensitive data such as credit card numbers or Social Security numbers in Freshdesk tickets.,Free,Published by Freshworks,About 9 months ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:support@freshdesk.com, https://support.freshdesk.com",https://www.freshworks.com/privacy,https://www.freshworks.com/apps/freshdesk/credit_card__social_security_number_masker/
2022-01-09,12:41:58 AM,SMS,"https://d3h0owdjgzys62.cloudfront.net/images/9739/live_screenshot/large2x/Bulk_SMS_selection_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/9739/live_screenshot/large2x/Details_page_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/9739/live_screenshot/large2x/Placeholder___Bulk_freshworks_crm.png, https://d3h0owdjgzys62.cloudfront.net/images/9739/live_screenshot/large2x/Workflow_freshworks_crm.png",https://d3h0owdjgzys62.cloudfront.net/images/9739/live_cover_art/thumb2x/sms_marketplace.png,"Chat, Video & Telephony","The SMS app in your CRM allows users to send and receive SMS. Users can connect with the SMS vendor of their choice and select the phone number available for sending SMS. Once connected, users can send SMS in one of the three ways :

- Individual SMS to contacts.
- Bulk SMS.
- Automated SMS messages to records and their owners through workflows.","1. Select a vendor. Choose from Twilio, ClickSend, or Zipwhip.
2. Enter the authentication details and choose the available numbers.
3. Once connected, users can send SMS on the individual contact landing page, in bulk from list views, or automatically based on specific events using workflows. They can manage incoming responses on the corresponding record page.","Send SMS individually, in bulk, or by using workflows, right from the CRM.",Free,Published by Freshsales,About about 3 years ago in,"Works with
             
                  Freshsales Suite",Verified by Freshworks,"mailto:crm-support@freshworks.com, https://crmsupport.freshworks.com/support/home",https://www.freshworks.com/privacy/,https://www.freshworks.com/apps/freshworks_crm/sms_fsales/
2022-01-09,12:42:03 AM,AWS CloudFormation - Orch,"https://d3h0owdjgzys62.cloudfront.net/images/03553/live_screenshot/large2x/Screenshot_2021_01_08_at_1.41.19_PM_freshservice.png, https://d3h0owdjgzys62.cloudfront.net/images/03553/live_screenshot/large2x/Screenshot_2021_01_08_at_1.40.40_PM_freshservice.png, https://d3h0owdjgzys62.cloudfront.net/images/03553/live_screenshot/large2x/Screenshot_2021_01_08_at_1.40.11_PM_freshservice.png",https://d3h0owdjgzys62.cloudfront.net/images/03553/live_cover_art/thumb2x/AWS_CloudFormation_01.png,Orchestration Apps,"Orchestration apps let you automate repeatable tasks and actions that span across a diverse set of systems and applications using workflows.
 
Some of the key actions supported for this app are listed below. For an exhaustive list of actions and sample use cases please refer to the documentation available in the following URL

https://support.freshservice.com/support/solutions/folders/50000000553

1. Stack Management
- Cancel Update Stack
- Continue Update Rollback
- Create Stack
- Delete Stack
- Get Stack Policy
- Get Template
- Look up Stack Events
- Look up Stack Resources
- Look up Stacks
- Set Stack Policy
- Update Stack","Please click on the link below so you can be redirected to the solution article with detailed information on the installation process.

https://support.freshservice.com/support/solutions/articles/50000003300-installation-guide-for-aws-cloud-formation",Perform operations on AWS Cloudformation Stacks via the Workflow Automator.,Free,Published by Freshworks,About 4 months ago in,"Works with
             
                  Freshservice",Verified by Freshworks,"mailto:support@freshservice.com, https://support.freshservice.com",https://www.freshworks.com/privacy/,https://www.freshworks.com/apps/freshservice/aws_cloudformation_-_orch/
2022-01-09,12:42:07 AM,Knowmax,"https://d3h0owdjgzys62.cloudfront.net/images/51711/live_screenshot/large2x/Screenshot_2019_08_23_at_1.17.30_PM.png, https://d3h0owdjgzys62.cloudfront.net/images/51711/live_screenshot/large2x/Screenshot_2019_08_23_at_1.18.35_PM.png, https://d3h0owdjgzys62.cloudfront.net/images/51711/live_screenshot/large2x/Screenshot_2019_08_23_at_1.19.30_PM.png, https://d3h0owdjgzys62.cloudfront.net/images/51711/live_screenshot/large2x/Screenshot_2019_08_23_at_1.20.13_PM.png",https://d3h0owdjgzys62.cloudfront.net/images/51711/live_cover_art/thumb2x/KnowMax.png,Knowledge & Content Management,"Knowmax is a leading Customer Engagement and Self-Service Platform. With solutions deployed in over 20 countries, we empower brands to achieve their Digital Transformation & Omni-Channel Initiatives. 

 

Knowmax is a Do It Yourself (DIY) platform, empowering CX & Training Heads to create, curate and distribute knowledge across assisted and digital touchpoints. 

Compete successfully in customer experience initiatives by breaking down the departmental silos.

 

Integrating Knowmax with Freshdesk allows agents to answer complex calls using guided workflows in a decision tree format within the CRM. Resolutions provided can be easily pasted in CRM by clicking a button which saves time on post-call documentation and also eliminates any chance of wrong documentation.

 

Knowmax Consists of the following components:

1. Decision Trees

2. Dynamic FAQs & Articles (Knowledge Base)

3. Picture Guides

4. Learning & Quiz Management

 

Core Benefits Delivered:

1. Zero Documentation Error by Agents

2. Save Time on Post Call Documentation

3. Centralised Repository of Knowledge

This integration scenario unveils that knowledge management is simpler to utilize even with external apps. Mobilize knowledge sharing capabilities across organization with collaborative culture of digital tools and Knowmax has got you all covered.","Please follow below instructions to setup Knowmax within Freshdesk

- Open URL `https://km.knowmax.ai/<your-domain>` in a web browser.
- Login with provided credentials.
- Click the `Admin` button on the top right corner (Privileged users will be able to see this option).
- Go to the profile section and click on company settings.
- A pop-up box will appear on screen where you will get the integration key.
- Click on generate token button to see your integration key and copy it.
- For domain use `gateway.knowmax.io/api/v2/integrations/freshdesk`.
- Use the copied integration key and the domain for installing the app in Freshdesk.",Empower agents to answer customer queries using knowledge Management within Freshdesk,Free,,About about 2 years ago in,"Works with
             
                  Freshdesk",Verified by Freshworks,"mailto:support@know-max.com, https://knowmax.ai/integration/freshdesk/",,https://www.freshworks.com/apps/freshdesk/knowmax/
