date,time,name,images,logo,rating,reviews_count,category,details,tagline,developer,similar,website,support_website,support_email,privacy_policy,terms_of_service,url 
2022-01-08,09:42:43 PM,NiftyQuoter,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/bcdaf5277b0fbdf6/screenshot/c64e66fe-977b-4290-9642-a78717de8dd5/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/bcdaf5277b0fbdf6/screenshot/810501fc-80c2-4ae3-a053-91eade04555d/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/bcdaf5277b0fbdf6/icon/3dd8a505-3a88-4a56-bcd0-f19dffc66f96/original.png,0,,Proposals & contracts,"DescriptionNiftyQuoter is an online proposal software designed to create and manage business proposals and quotes. The integration between NiftyQuoter and Pipedrive can:Import existing clients from Pipedrive and use their data when creating proposalsExport new clients from NiftyQuoter to PipedriveExport proposals from NiftyQuoter as deals to PipedriveAutomatically update deals linked to proposals (status, stage, total value)Save outgoing emails to Pipedrive by BCCing emails to Pipedrive's dropbox emailResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy Policy",Import customers from Pipedrive so you don't have to copy and paste them manually. Export proposals to Pipedrive to change deal status automatically.,by Abrumeo s.r.o.,"Paycove, Click2Contract, Simple Sign",https://www.niftyquoter.com/,https://niftyquoter.uservoice.com/,mailto:support@niftyquoter.com,https://www.niftyquoter.com/terms,https://www.niftyquoter.com/terms,https://www.pipedrive.com/en/marketplace/app/nifty-quoter/bcdaf5277b0fbdf6
2022-01-08,09:42:45 PM,PresentiGO Sales Platform,https://pipedrive-marketplace-manager-live.s3.amazonaws.com/d2a2847f3cd9446f/screenshot/0d981e37-ec3f-4ca4-94f6-ec394edf7cf5/original.jpeg,https://pipedrive-marketplace-manager-live.s3.amazonaws.com/d2a2847f3cd9446f/icon/03297ca0-5afc-4b7a-84a6-3ff0c48c7dd4/original.png,0,,"Analytics, Other","DescriptionAre you selling products and services to your clients? Are you sharing price proposals and product materials with them? Are you curious about your customer’s interaction with your materials and if they really look at them? Well, if you said YES, even once… PresentiGO is a must-have solution for improving the productivity of your marketing and sales team.PresentiGO boosts productivity, saves a rep’s reporting time, and speeds up the sales process with automatic follow-ups and file sharing. With file sharing, track your client's interaction, and score leads. Keep clients updated and measure sales activity with PresentiGO. SOLUTION:WEB  
All of your sales materials are available in one central PresentiGO CMS (Content Management System). You can upload files such as PowerPoint presentations, pdf files, product lists, videos, images, etc. You can even segment specific groups to see particular documents. You can share these files from the app directly in the meeting or in back-office from the web.APP 
Your sales team will have their presentations on every device and it’s easy to update them with new product lists. The PresentiGO app is available on Android, iOS, Windows and Mac platforms.PresentiGO-Pipedrive integration 
See integration on THIS VIDEO.Setup and installationHOW TO START FREE TRIAL:Go to the registrationUse your Pipedrive account and you’ll have created your new accountFollow the onboarding flowSTART TRUE DIGITAL SALES TODAY WITH THESE FEATURES!File sharing  
Distribute content to your sales team, keep them updated, share it with your clients and track their interaction. Following this process will help you score leads more often, and it will keep you from wasting your time with uninterested customers.
https://www.youtube.com/watch?v=IOLdP5KqvOE&feature=youtu.beMeeting Synchronization
Plan your meeting in Pipedrive and use PresentiGO for your sales. Meeting Follow-Ups 
Collect data during meetings and share files with your clients.Analyze What Works 
With the PresentiGO integration, you can see what content was relevant to your client and which parts simply didn’t matter. https://www.youtube.com/watch?v=zYvB-mdFSMo&feature=youtu.beResourcesWebsiteSupport emailTerms of ServicePrivacy Policy","PresentiGO is a content distribution platform for sales, which includes meeting reports, automatic follow-ups and file sharing.",by PRESENTIGO s.r.o.,"QuarterOne, Sales Dashboards & Analytics by Dear Lucy, Wingman",https://presentigo.com/sales-efficiency/,,mailto:support@presentigo.com,http://presentigo.com/privacy-and-policy/,http://presentigo.com/terms-of-service/,https://www.pipedrive.com/en/marketplace/app/presenti-go-sales-platform/d2a2847f3cd9446f
2022-01-08,09:42:50 PM,QuickBooks Advanced Automation - SyncQ,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a062bf0ec34bc773/screenshot/038b8059-bc26-46e6-a80a-88a2c67eac8d/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a062bf0ec34bc773/screenshot/93036491-a5af-4514-893c-cbbab6d29ed4/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a062bf0ec34bc773/screenshot/89d0d5f6-cd1f-4b01-93ff-068f5def365f/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a062bf0ec34bc773/screenshot/e9c765ea-6142-4c85-8b3b-d7693c8bc71a/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a062bf0ec34bc773/screenshot/51483e30-642e-40d4-85f7-fb43e4d5e8f2/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a062bf0ec34bc773/icon/1089be6b-e2b9-4ed7-aa4e-e03be4324396/original.png,5,40,Accounting & invoicing,"DescriptionAutomatically Sync QuickBooks online records with Pipedrive and vice versa. View estimates, invoices, payments and sales receipts directly in Pipedrive. No need to log in to QuickBooks. SyncQ instantly syncs your Pipedrive records with QuickBooks! SyncQ – approved by QuickBooks Intuit. Intuit regularly evaluates the security to support small businesses and individual business owners.   Helping them to save time and money by elevating the level of their accounting operations.Manual entry in Pipedrive and QuickBooks leads to mismatched data and slows down business operations. Business process automation helps to prevent that. Customers usually prefer automated to manually created billing.✓ Automatically sync QuickBooks transactions with Pipedrive✓ Estimates, invoices and payments history synced with Pipedrive organizations/People✓ Instantly sync data both ways✓ Sync Pipedrive records with QuickBooks customers, vendors, invoices, bills and more✓ Track sales trends and receivables in Pipedrive✓ Customizable mappings based on business need✓ One deal to multiple estimates/ invoices for progressive billing✓ Email estimates and Invoices to customers from Pipedrive✓ Connect multiple QuickBooks companies✓ PDF Estimates & Invoices (license required)Setup and installationFor installation instruction and sync process, please check the following link:https://pipe.syncq.net/installation.htmlFor any help contact us at support@syncq.netInstallation video series https://www.youtube.com/playlist?list=PLs8HVp2POlDYiJxLgQoM1AezaGHAiB2CMFind us at QuickBooks Intuit @ https://apps.intuit.com/app/apps/appdetails?shortName=syncq_pipedrive&locale=en-usPricing starts at $15 USD per Pipedrive user per month (per QuickBooks Company). (You will need SyncQ license only for the Pipedrive users who needs to sync data to QuickBooks, not for all.)Support: Ph. +1-650-665-6699 Email. support@syncq.netApp ExtensionsBasic app actionsResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy PolicyDocumentation",Approved by QuickBooks! Sync QuickBooks both ways. Track sales and receivables in Pipedrive.,by HelloCODER LLP,"QuarterOne, Paycove, Bexio Pipedrive Connector app",https://pipe.syncq.net/,https://apps.intuit.com/app/apps/appdetails?shortName=syncq_pipedrive&locale=en-us,mailto:support@syncq.net,https://pipe.syncq.net/privacy.html,https://pipe.syncq.net/eula.html,https://www.pipedrive.com/en/marketplace/app/quick-books-advanced-automation-sync-q/a062bf0ec34bc773
2022-01-08,09:42:53 PM,MRPeasy,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/46cd65ab8d4df7f2/screenshot/64ba297f-0cd0-435d-b3d8-80afe12b095e/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/46cd65ab8d4df7f2/screenshot/b316d852-384b-4d60-95c4-0609248e6d3a/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/46cd65ab8d4df7f2/screenshot/b093f5f6-b79c-4b49-afea-e990d26520b3/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/46cd65ab8d4df7f2/screenshot/c362545a-d4b3-4f06-9ac4-86183f4f293f/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/46cd65ab8d4df7f2/screenshot/8fa9efc4-b8bb-4aea-bd3e-cbbf4ac12fc8/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/46cd65ab8d4df7f2/icon/bd1389ab-9f32-43e1-b60b-7f8f1331ec67/original.png,5,1,"Task management, Resource management","DescriptionMRPeasy is an ERP/MRP system for manufacturers and distributors (10-200 employees). The software offers production planning, inventory management, purchasing, HR, and accounting functionalities to businesses that need a powerful yet affordable and easy-to-use tool for managing their business.
Automate production scheduling by converting COs into MOs while raising POs for out-of-stock materials. Drag-and-drop rescheduling in the production calendar or Gantt chart.
Easily create bills of materials for your products or upload them from a CSV file. Manage various BOMs: single-level and multi-level BOMs, and products with variants. 
Use material requirements planning (MRP) to calculate order costs and material requirements.
Improve customer satisfaction by accurately estimating production costs and lead times. Automatically compile quotations and invoices.
Take advantage of inventory tracking and optimization tools, including lot tracking, serial number tracking, barcodes, reorder points, and more. Avoid overstocking and stock-outs.
Manage the procurement of goods from suppliers and raise pre-filled POs with a single click. Forecast your purchase requirements and keep track of vendors’ performance.
Provide shop floor workers with access to personal production schedules and a production tracking tool.
The accounting functionality provides you with an overview of the financial health of your company. Monitor your cash flow, balance sheet, and profit/loss statement in real time.Setup and installationBefore configuring the automatic integration between Pipedrive and MRPeasy, please check the following:“Additional feature products” is turned on in: Pipedrive -> Settings -> FeaturesIf there are products in Pipedrive and stock items in MRPeasy, the product codes of products in Pipedrive need to match the part number of stock items in MRPeasyYou can view all deals in PipedriveTo connect Pipedrive and MRPeasy, please do the following:Go to MRPeasy -> Settings -> System settings -> Integration -> Pipedrive and click on the button “Connect to Pipedrive”Allow MRPeasy to access your Pipedrive accountFor every pipeline, select which deals to import into MRPeasyChoose whether to book products in MRPeasy for imported deals immediately or notSelect what to do with certain types of deals in Pipedrive: Deals that were just imported, are ready for shipment or already shipped. 
The following options are available:
    Move to some other stage
    Create a note in PipedriveResourcesWebsitePricingSupport websiteTerms of ServicePrivacy PolicyDocumentationIssue tracker","MRPeasy is a cloud-based, affordable and user-friendly ERP/MRP software for small manufacturers and distributors (10-200 employees).",by MRPeasy,"FunnelFLARE, RouterJet, Arrivy",https://www.mrpeasy.com/,https://www.mrpeasy.com/resources/,,https://www.mrpeasy.com/privacy-policy,https://www.mrpeasy.com/terms,https://www.pipedrive.com/en/marketplace/app/mr-peasy/46cd65ab8d4df7f2
2022-01-08,09:42:57 PM,Taliscape,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/df10bdfbe6f2f99c/screenshot/a22fa955-71d2-43da-8b66-6961b6a0104b/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/df10bdfbe6f2f99c/screenshot/d37165b0-2c80-4cc2-b880-a2ec38f81653/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/df10bdfbe6f2f99c/screenshot/4b42a1e1-50fe-4e95-9f51-19e1faca5313/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/df10bdfbe6f2f99c/icon/5af66fc4-21d4-465a-b5e8-e3bb9a1c4e37/original.png,5,1,"Task management, Resource management","DescriptionAdd Taliscape to your business process to seamlessly switch between pushing deals along your pipeline in Pipedrive and forecasting and staffing projects in Taliscape. When you connect your Pipedrive account to Taliscape, you can set filters that determine when an opportunity turns into a project. Once it's a project in Taliscape, you can create roles within the project and staff them with your team members.Taliscape is a project platform centering on forecasting, staffing and team management. It helps manage your team, finances and allows assigned team members to bill their time.Setup and installation// You have to be a Pipedrive admin to set up the integration //Click the green ""Install now"" button here and grant Taliscape access to your Pipedrive data (we'll take good care of it). 
If you're new to Taliscape, we'll set you up with a new account. Otherwise, log in to Taliscape. Create a new organization or select from your existing organizations to connect to your Pipedrive account.Once you're set-up, get started by adding in-flight projects, team members and start forecasting your team's time!You can also change the filters that determine when a deal in Pipedrive becomes a project in Taliscape. Simply navigate to your settings in Taliscape, select the integration and modify the filters.That’s it! You’re ready to start experiencing visibility in your team. See what they're working on and the future of your business.ResourcesWebsitePricingSupport websiteSupport emailTerms of ServicePrivacy Policy","Taliscape helps you to run your organization by planning staffing, forecasting financials and tracking time.",by Torch Products,"RouterJet, FunnelFLARE, Arrivy",https://taliscape.com/,https://taliscape.com/contact,mailto:info@taliscape.com,https://torchproducts.com/legal/privacy,https://torchproducts.com/legal/terms,https://www.pipedrive.com/en/marketplace/app/taliscape/df10bdfbe6f2f99c#user-reviews
2022-01-08,09:43:01 PM,SharpSpring,https://pipedrive-marketplace-manager-live.s3.amazonaws.com/3bcb6f5abe52f436/screenshot/e434c2a6-1284-436c-af86-4fea63713a85/original.png,https://pipedrive-marketplace-manager-live.s3.amazonaws.com/3bcb6f5abe52f436/icon/65c4f1cc-a991-4ce2-a146-6fc7f5128cca/original.png,0,,Marketing automation,"DescriptionSharpSpring is a marketing automation platform designed to drive more leads, convert leads to sales and optimize marketing spend. Its flexible platform and affordable pricing distinguish it from competitors and have made it one of the fastest-growing marketing automation providers. Capture information on website visitors and create dynamic emails and landing pages to drive more leads to your Pipedrive pipeline.SharpSpring integrates with Pipedrive through PieSync, allowing you to sync contact information bi-directionally across both platforms automatically. Configure your sync in minutes to begin leveraging the best of both platforms.Once the integration is set up, any contacts added to or updated in Pipedrive are automatically synced with SharpSpring and vice versa. This process eliminates the need for time-consuming manual import/export as well as the risk of human error while saving you lots of time. Just set it up and let the integration do all the work needed to keep your sales and support aligned.Setup and installationHead over to PieSync and start a free 14-day trial. Choose your apps, authorize your apps and set them up.ResourcesWebsiteSupport websiteTerms of ServicePrivacy PolicyDocumentation",Keep all your contacts in sync between your sales and marketing platforms with the SharpSpring integration.,by SharpSpring,"Outfunnel, ActiveDEMAND, Cliently",https://sharpspring.com/,https://sharpspring.com/customer-support/,,https://sharpspring.com/legal/privacy/,https://sharpspring.com/legal/terms-of-service/,https://www.pipedrive.com/en/marketplace/app/sharp-spring/3bcb6f5abe52f436
2022-01-08,09:43:03 PM,Paperflite,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/174d4280300967d9/screenshot/4f7028b9-429b-4f3b-90ed-03bc3b4c62c7/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/174d4280300967d9/screenshot/5a676887-2592-4de9-b5bc-7367f0e67598/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/174d4280300967d9/screenshot/25aff5d2-f3dd-455a-b305-46be6084d8c4/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/174d4280300967d9/screenshot/e3265865-6f25-43c3-9569-a5310bbc9cb9/original.jpeg",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/174d4280300967d9/icon/5b259d2b-b077-4f09-9dd6-3320c9ace5a1/original.png,5,40,"Email marketing, Lead generation","DescriptionSpecial Offer: Get 30% off on all plans. Get started here.Three ways to empower your sales team with the Paperflite integration:All your marketing and sales content in one place: Paperflite gathers all of your content from multiple sources in one single view, so your teams can quickly find the right piece of content to share with their buyers. A centralized repository makes your content discoverable, and it can be shared with a single click.Create personalized experiences for your prospects. Paperflite enables you to share different content types. From PPTs to PDFs and Videos in a single view without redirecting your prospects to different channels. Create a personalized storyboard customized for individual accounts and share it with your prospects all from Pipedrive.Track document engagement and more. Paperflite tracks how your prospects engage with your content, with whom they share it internally, so you know precisely which lead is more likely to convert. From page-level views to time spent on videos, Paperflite captures every interaction with your content so you can engage with hot leads and nurture cold ones. All this information is displayed in the “Activity history” tab in Pipedrive.Setup and installationClick on “Install Now” in the top right cornerClick on “Allow and Install”You will be redirected to Paperflite, where you will need to log in if you’re not logged in alreadyYou will now be automatically redirected to the CRM settings and your Pipedrive account will be connectedResourcesWebsiteSupport emailTerms of ServicePrivacy Policy","Paperflite is software for remote content collaboration. Use it to organize, distribute and share your content with prospects.",by Paperflite,"Outplay, Klenty, Leadfeeder",https://www.paperflite.com/?utm_source=Pipedrive&utm_medium=Integrations&utm_campaign=Pipedrive%20Integrations,,mailto:support@paperflite.com,https://app.paperflite.com/privacy,https://app.paperflite.com/terms,https://www.pipedrive.com/en/marketplace/app/paperflite/174d4280300967d9#user-reviews
2022-01-08,09:43:08 PM,WeMapSales,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/6df8d296bdf3bf50/screenshot/64a78883-eac9-4560-b8e0-27b94018a692/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/6df8d296bdf3bf50/screenshot/4edf9b25-d244-48aa-b5a6-4dafae6d7a68/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/6df8d296bdf3bf50/screenshot/fbf4a4b6-899b-4083-a1bf-0536cc38ee0a/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/6df8d296bdf3bf50/screenshot/10a57e9c-7a49-47d1-9eff-e11b6036c963/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/6df8d296bdf3bf50/screenshot/df950398-70df-434f-aedc-05f11b962cce/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/6df8d296bdf3bf50/icon/357264de-23a8-4f6c-a8ba-771c9f8b0aa4/original.jpeg,0,,Analytics,"DescriptionEmpower your Pipedrive data with Geo-Visualization. 
Get started with your 90-day free trial* today.No installation needed, single-sign-on with Pipedrive credentials and plug and play app without complicated implementation. Visualize sales performance, opportunities and data on maps and charts. Seeing data and all details on maps is easy and supports quick decision-making. Create territories on the map to maximize revenue, achieve sales goals and drive productivity. Automated territory optimization is based on multiple variables that simultaneously impact your business. Real-time analytics bring in your data to power the maps and charts, so you can focus on your sales activities instead of data management.WeMapSales is online, accessible through your desktop or mobile device. Register and operate without a complex setup. Your Pipedrive data will be seamlessly integrated and automatically updated. Zip code and other supporting census data will also be automatically updated on an ongoing basis. App features:Sale planning tools to create territory models using multiple data fields. Map analytics suite for reports rendered on charts and maps. 
Lasso tool, zip code radius tool  or manual selection of accounts and geographies.  Selection of specific geography and applying account level filters to create a custom active dataset.Setup and installationClick “Install now” in Pipedrive’s MarketplaceLog in with your Pipedrive account credentials (if not already logged in to Pipedrive)You are now ready to use WeMapSales with Pipedrive!*Special launch promotion: 90-day free trial plus a discounted $10/user/month introductory price for the first year for the first 1000ResourcesWebsiteSupport websiteTerms of ServicePrivacy Policy","Real-time analysis of your Pipedrive data visualized on maps, automated territory design and optimization, territory management and more.",by WeMapSales,"QuarterOne, Sales Dashboards & Analytics by Dear Lucy, Wingman",https://wemapsales.com/,https://wemapsales.com/contact/,,https://wemapsales.com/wp-content/uploads/2020/03/Privacy-Policy-022420.pdf,https://wemapsales.com/terms-of-service/,https://www.pipedrive.com/en/marketplace/app/we-map-sales/6df8d296bdf3bf50
2022-01-08,09:43:10 PM,Integromat Automation,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/db8dbdbe3076d037/screenshot/5e2d1933-b98b-4abd-a946-90d6ce44c6fd/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/db8dbdbe3076d037/screenshot/3f8fd798-4d3a-4a78-ad80-48e2cdd78ec8/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/db8dbdbe3076d037/screenshot/35097324-ae16-4a49-abfc-562d367052a4/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/db8dbdbe3076d037/screenshot/481e8b9d-8ac5-4d38-bbba-1fb2d962a529/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/db8dbdbe3076d037/icon/df41ce6a-b009-4fd5-bf44-217e7917163f/original.png,0,,Integration platforms,"DescriptionWith Integromat, you can connect Pipedrive with hundreds of other apps and services to streamline any task involving Pipedrive. You can use Integromat to integrate Pipedrive with the apps and services listed on our platform as well as any other app/service.  With our enterprise-level features, you can easily connect and transfer data between services and transform it exactly the way you want. With our unique integration builder, you can connect apps using drag and drop and create powerful integrations. You don't need to write a single line of code. For inspiration, check out our ready-made templates under the link below. Use these templates exactly as they come, or develop them further to suit your needs. Start working smarter, not harder!Setup and installationhttps://www.integromat.com/en/kb/pkg/pipedrive/index.htmlResourcesWebsiteSupport emailTerms of ServicePrivacy Policy","Integromat connects online apps and services, so they work faster and smarter.",by Integromat,"Outfunnel, Dedupely, Zapier",https://www.integromat.com/,,mailto:support@integromat.com,https://www.integromat.com/en/kb/privacy.html,https://www.integromat.com/en/kb/terms-and-conditions.html,https://www.pipedrive.com/en/marketplace/app/integromat-automation/db8dbdbe3076d037
2022-01-08,09:43:13 PM,Salesmsg,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/ab32a49af8e68c49/screenshot/9ffae0ab-fd34-4350-a56a-e655f05bebf3/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/ab32a49af8e68c49/screenshot/9cd8688c-61e6-4089-a6fb-420188ba200a/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/ab32a49af8e68c49/screenshot/c1ceaa73-408a-42a1-97f5-fea8e999cfec/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/ab32a49af8e68c49/screenshot/b4c83857-5487-4d35-95a6-effd85a74fd6/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/ab32a49af8e68c49/screenshot/cda64808-98c6-410a-8ce3-a0fbd0344c0f/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/ab32a49af8e68c49/icon/5f4077b9-6757-4cd2-bc5c-7f3376ec9a45/original.png,4,6,"Bots & messaging, Phone solutions","DescriptionSalesmsg makes it easy to send, receive and manage SMS text and MMS picture message conversations using real local phone numbers. Get a new local phone number or use your existing number to create, send and track your messages with your Pipedrive leads. Text from your desktop or on the go from your mobile phone. (iOS/Android apps available!)Two-way SMS and MMS text messaging Send and receive text messages onlineText to/from US and Canadian phone numbers   HubSpot, ActiveCampaign, Infusionsoft, Marketo and Zapier integrationsCanned Responses (aka templates) for fast one-click responsesMerge fields with Pipedrive contact and custom fieldsMobile app for iPhone and AndroidUnique local phone numbers for each team memberCall forwardingSchedule text messages for laterView conversations on the activity feedSetup and installationStart your 14-day trial at www.SalesMessage.comSearch by area code or zip code to choose your numberIntegrate your Pipedrive account (Settings > Integrations)Salesmsg conversations will appear as Activities on your Pipedrive timelineApp ExtensionsBasic app actionsResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy PolicyDocumentation","NEW! Two-way SMS and MMS messaging! Salesmsg makes it easy to send and receive text messages from real, local phone numbers online or on the go.",by Salesmsg,"Pipechat, Kixie PowerCall and SMS, CloudTalk",https://www.salesmessage.com/get-started-now?utm_source=pipedrive&utm_medium=marketplace&utm_campaign=app,https://help.salesmessage.com/,mailto:support@salesmessage.com,https://www.salesmessage.com/privacy-policy,https://www.salesmessage.com/terms-conditions,https://www.pipedrive.com/en/marketplace/app/salesmsg/ab32a49af8e68c49#user-reviews
2022-01-08,09:43:15 PM,LinkPort,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/e0b7d9117cb82e0e/screenshot/775eaa0c-ff29-4d1c-9b9b-4616c59902fc/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/e0b7d9117cb82e0e/screenshot/a8276f2f-3edf-419b-9f9c-dbd79e699785/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/e0b7d9117cb82e0e/screenshot/fa0de739-cada-42df-a4e6-ad7ccd3eeee9/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/e0b7d9117cb82e0e/screenshot/405e103d-22da-408a-b7b6-1dd92829a8e3/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/e0b7d9117cb82e0e/icon/6e20f8bb-84c0-40bf-97b1-8f7787bc7eed/original.png,5,7,"Lead generation, Contacts & calendar sync","DescriptionLinkPort is a free LinkedIn-to-Pipedrive contact importer. It allows sales teams to populate LinkedIn contact details, like name, email, phone, or organization, on Pipedrive and without leaving LinkedIn. With just one click, you can fill your Pipedrive CRM with hot LinkedIn contacts.With LinkPort, your sales team canImport LinkedIn contacts to Pipedrive with a single clickAdd unlimited LinkedIn contacts to PipedriveStop switching between LinkedIn and Pipedrive accounts for contact updatesStop manually copy-pasting from LinkedIn to PipedriveSetup and installationAdd the LinkPort Chrome Extension Sign-up to LinkPort with your Pipedrive account Once connected, go to ‘Add to Pipedrive’ next to LinkedIn contactsClick on the button to automatically fill in details and import contacts to PipedriveResourcesWebsiteSupport emailTerms of ServicePrivacy Policy",Import LinkedIn contacts to Pipedrive with a click and save hours of manually copy-pasting contacts.,by Klenty,"Outplay, Klenty, Leadfeeder",https://linkport.klenty.com/pipedrive/?utm_medium=klenty&utm_source=Pipedrive_market,,mailto:support@klenty.com,https://linkport.klenty.com/privacyPolicy,https://linkport.klenty.com/termsOfUse,https://www.pipedrive.com/en/marketplace/app/link-port/e0b7d9117cb82e0e#user-reviews
2022-01-08,09:43:17 PM,Ciara,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/69e6a2bf2807b137/screenshot/7140c557-729e-48f6-9a2a-81ae26699815/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/69e6a2bf2807b137/screenshot/9d1f3c4d-09bb-4a9e-9c8a-376ec78b156a/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/69e6a2bf2807b137/screenshot/74919303-9b0c-456b-9280-fbe7721641cc/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/69e6a2bf2807b137/icon/061964f5-9606-41b2-845d-28bac0012ed4/original.png,5,1,"Other, Video calls & solutions","DescriptionCiara is the first meeting tool exclusively built for inside sales teams. It helps to close deals faster by guiding sellers in real-time with contextual prompts, automating meeting documentation, and providing in-depth conversation and deal insights. Forget incomplete or messy meeting notes thanks to automated meeting recording, transcription, and summarization.
Learn, adapt and iterate on winning sales tactics with AI-based conversation and deal insights.
Easily navigate tricky situations like competitor comparisons or pricing questions with contextual and customizable cues live in the meeting.Ciara's main features:Video conference platformIn-call guidance with real-time cue cards such as relevant talking points or monologue alertsRecording and transcription for English and German meetingsIn-depth conversation analysisAutomated meeting summariesInstant CRM updatesSetup and installationWelcome to the Ciara integration with Pipedrive!If you are not a Ciara user, you can learn more and sign up for free at https://www.getciara.com/.If you are already a Ciara user, you can integrate with Pipedrive by visiting https://next.ciara.app/store/pipedrive. Get a detailed description here: http://help.getciara.com/en/articles/3087299-pipedrive-integrationApp ExtensionsApp panelsBasic app actionsResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy Policy",The first meeting tool exclusively built for inside sales to help you close deals faster.,by Ciara,"Google Meet, Fireflies.ai - Recording & Transcription, Microsoft Teams",https://www.getciara.com/,http://help.getciara.com/articles/3087299-pipedrive-integration,mailto:help@getciara.com,https://www.getciara.com/privacy-policy/,https://www.getciara.com/terms-of-service/,https://www.pipedrive.com/en/marketplace/app/ciara/69e6a2bf2807b137
