date,time,name,images,logo,category,details,features,tagline,priceline,developer,timeline,ratings_count,rating,installs,help,tags,editions,platform,url 
2022-01-09,12:40:43 AM,KissMetrics,"https://mp-img1.zoho.com/view/extension/167000000011403, https://mp-img2.zoho.com/view/extension/167000000011405, https://mp-img2.zoho.com/view/extension/167000000011407, https://mp-img3.zoho.com/view/extension/167000000011409",https://mp-img1.zoho.com/view/logo/9031fe8a-0b5b-4af4-bef2-c88b0b6193fe,Analytics,"Make better marketing decisions across the board. Set up reports to know your audience’s online behavior, from anonymity to retention. Integrate Kissmetrics into your Zoho SalesIQ account now.","Understand who your visitors are, what they're looking for, and how they found you, including the keywords they used while searching.. Access your Zoho SalesIQ live chat events in KissMetrics by clicking on the ""Content” tab and then choosing “Events."" Now you can see all the listed events.. Track button clicks, file transfers, chats triggered, printed, ended, and much more.. View your live chat events data in real time from the KissMetrics dashboard.",Integrate with Zoho SalesIQ to track and analyze your live chat interactions.,Free,SalesIQ,"Jun 2, 2016",0.0,0,0,https://www.zoho.com/salesiq/help/integrations/integrating-kissmetrics-with-zoho-salesiq.html,Analytics,"Professional, Enterprise",Sigma,https://marketplace.zoho.com/app/salesiq/kissmetrics
2022-01-09,12:40:50 AM,Zoho Maps for Zoho Mail,"https://mp-img1.zoho.com/view/extension/167000001832229, https://mp-img2.zoho.com/view/extension/167000001832231, https://mp-img2.zoho.com/view/extension/167000001832233, https://mp-img3.zoho.com/view/extension/167000001832235",https://mp-img1.zoho.com/view/logo/1793d88d-d074-47ab-b4e8-e7fb92e49bf9,Social & Communication,You can now search locations on Zoho Maps from your Zoho Mail inbox with the Zoho Maps eWidget. Search for any location from the eWidget and copy the location link with just a click. You can also insert the address of the location into an email along with an image automatically.,"Search locations in Zoho Maps from the search bar. Copy the Zoho Maps link of the location using the ""Copy link"" option. Insert the address of the location in a new compose tab along with the associated image",Browse locations in Zoho Maps from your mailbox,Free,Mail,"Dec 12, 2019",0.0,0,100,https://www.zoho.com/mail/help/zohomail-maps-extension.html,"Productivity, Navigation","Standard, Professional, Enterprise",Sigma,https://marketplace.zoho.com/app/mail/zoho-maps-for-zoho-mail
2022-01-09,12:40:54 AM,RingCentral SMS Integration for Zoho Desk,"https://mp-img1.zoho.com/view/extension/167000003102553, https://mp-img2.zoho.com/view/extension/167000003102555, https://mp-img2.zoho.com/view/extension/167000003102557, https://mp-img3.zoho.com/view/extension/167000003102559",https://mp-img1.zoho.com/view/logo/23e3f7f4-5af0-4bbb-91bd-2745e674a908,Telephony & SMS,Enable SMS communication between support agents and end users using the RingCentralSMS Integration for Zoho Desk. End users can ask for help via SMS and support engineers can send the solution as an SMS through Zoho Desk. Automatically detect when to create a new ticket and when to continue with an existing thread with the implemented AI. An open and available ticket will be converted into a thread and a new thread will be created if the existing ticket from the same contact is marked as closed.,Send and receive support queries as SMS messages from Zoho Desk. Automatically create tickets and threads using AI. Multiple number support. Easy to use and user friendly,Create tickets or threads for inbound and outbound SMS messages,Paid,Desk,"Feb 2, 2021",0.0,0,0,https://www.oapps.xyz/learnmore/ringcentralzohodesk,"Outbound, SMS, MULTIPLE NUMBER SUPPORT, Inbound, Ringcentral","Standard, Professional, Enterprise, CRM Plus, Zoho One",Sigma,https://marketplace.zoho.com/app/desk/ringcentralsms-integration-for-zoho-desk
2022-01-09,12:41:00 AM,ManageEngine ServiceDesk Plus - MSP for Zoho Analytics,"https://mp-img1.zoho.com/view/extension/167000002778047, https://mp-img2.zoho.com/view/extension/167000002778049, https://mp-img2.zoho.com/view/extension/167000002778051, https://mp-img3.zoho.com/view/extension/167000002778053",https://mp-img1.zoho.com/view/logo/41c66e97-0e69-4296-98d3-5a37cd84e23b,IT and Administration,"Advanced Analytics for ManageEngine ServiceDesk Plus MSP enables you to visually analyze your ServiceDesk Plus (SDP) data with powerful pre-built reports and dashboards. ITIL/ITSM managers can 'slice and dice' their service desk data the way they want, analyze key service metrics such as incident management, SLA, technical performance, worklog, and tasks, that help you jump-start your IT analytics from the time you set it up.","Zoho Analytics provides you with more than 50 hand-picked, ready-made reports & dashboards on your SDP data.. The data gets synced automatically into Zoho Analytics.. Build insightful reports and dashboards with the easy drag-and-drop interface.. Share insights with peers and customers with fine-grained access controls to arrive at informed business decisions.",ManageEngine ServiceDesk Plus - MSP,Paid,Analytics,"Sep 10, 2020",5.0,1,1,"https://www.zoho.com/analytics/help, https://www.zoho.com/analytics/help/connectors/me-servicedesk-plus.html, https://www.zoho.com/analytics/customers.html","Backlog and tasks, IT Analytics, Incident management, SLA, Data analytics","Basic, Standard, Premium, Enterprise",Sigma,https://marketplace.zoho.com/app/reports/manageengine-servicedesk-plus-msp-for-zoho-analytics
2022-01-09,12:41:05 AM,Netomi Virtual Agent for Zoho Desk,"https://mp-img1.zoho.com/view/extension/167000002778833, https://mp-img2.zoho.com/view/extension/167000002778835, https://mp-img2.zoho.com/view/extension/167000002778837, https://mp-img3.zoho.com/view/extension/167000002778839",https://mp-img1.zoho.com/view/logo/f811c9b5-3afa-4ee3-91e2-456c93b1065f,Artificial Intelligence,"Netomi Virtual Agent brings the power of the Netomi AI platform to Zoho Desk. The Virtual Agent is integrated into Zoho Desk, and works alongside human agents. It can be configured to automatically respond to your customers and resolve tickets immediately. Provide recommended responses to human agents to boost their productivity. Train the AI virtual agent from historical ticket data, or select from our pre-trained AI conversational and industry-specific skills. Turn customer service into a proactive and pervasive differentiator.","Configure the virtual agent to automatically respond to customer tickets and resolve them immediately without any human intervention, or enable recommended responses for human agents to accept, edit or reject in Zoho Desk.. Integrate the virtual agent with business systems to leverage customer specific data in automated and recommended replies to tickets.. History of all responses created and sent by the virtual agent is tracked in the ticket thread in Zoho Desk so your agents always have the latest information.. Access real-time analytics about the virtual agent’s performance, as well as customer and human agent feedback, to continuously improve the AI with Netomi’s optimization capabilities.",Automatically resolve tickets and recommend responses to assist agents,Free,Desk,"Sep 10, 2020",0.0,0,0,https://netomi.zendesk.com/hc/en-us/articles/360052816194-Netomi-Extension-for-Zoho-Desk,"Productivity, Automation, Customer Service, AI, Chatbot","Professional, Enterprise, CRM Plus, Zoho One",API,https://marketplace.zoho.com/app/desk/netomi-virtual-agent-for-zoho-desk
2022-01-09,12:41:10 AM,Xelion telephony integration for Zoho,"https://mp-img1.zoho.com/view/extension/167000003167747, https://mp-img2.zoho.com/view/extension/167000003167749, https://mp-img2.zoho.com/view/extension/167000003167751, https://mp-img3.zoho.com/view/extension/167000003167753",https://mp-img1.zoho.com/view/logo/1cddcb46-6b98-4057-a0f7-646e0bba315c,Telephony,"Save time and work more efficiently by integrating your Xelion phone system with your Zoho service. By handling inbound calls this way, you can provide your customers with a better experience. Customers are identified by their phone numbers, linking your agents to their customer records. Operators can make notes and input follow-up tasks. All inbound and outbound calls are automatically so you can track your sales, marketing, and support activities. Get better sales results and make sure no customers get ignored.The Xelion telephony integration for Zoho is a rich add-on for your Zoho software. Make it easier for your agents to get in contact with your customers and have all relevant customer data on their screen with a few clicks. Have in-depth insights saved in a customer's contact page through call logs.","Click-to-callAll telephone numbers in your Zoho applications serve as active links to your Xelion telephone system. One click on a phone number activates your Xelion device and sets up a telephone call. A pop-up is automatically shown, where you can make notes and log follow-up activities. All calls are automatically logged in the Zoho Activities module.. Call loggingAll activity with your telephone is automatically stored in the Activities module. Missed calls are also stored. Customer cards show all call activities as part of the 360-degree view on your customer.. Incoming callsIncomings calls show a pop-up on your screen as soon as your phone rings. When the call is answered, you can add notes and add follow-up actions. The phone numbers of your customers are recognized and automatically linked to the right customer records.. Voicemail and recorded callsWhen a lead or customer leaves you a voicemail message, you can directly access it through Zoho. The same goes for recorded messages. You can replay them directly in your Zoho app.",Make your telephony a customer winning strategy in Zoho,Paid,SalesIQ,"Feb 15, 2021",0.0,0,0,https://support.geefirm.com/portal/en-gb/kb/articles/factsheet-xelion-telephony-integration-for-zoho,"Productivity, Remote Work, Sales, Collaboration, Telephony, Analytics","Standard, Professional, Enterprise",Phonebridge,https://marketplace.zoho.com/app/salesiq/xelion-telephony-integration-for-zoho
2022-01-09,12:41:16 AM,Zoho Books for Zoho Campaigns,"https://mp-img1.zoho.com/view/extension/167000001146169, https://mp-img2.zoho.com/view/extension/167000001146171, https://mp-img2.zoho.com/view/extension/167000001146173, https://mp-img3.zoho.com/view/extension/167000001146175",https://mp-img1.zoho.com/view/logo/46fba794-fb03-4285-bb12-854ba1fc3d2f,Business,Connect with Zoho Books and engage with your supplier/customers/vendors.,Integrate your Zoho Campaigns account with your Zoho Books account.. Send them prompt follow-up emails and maintain business relationships.. Easily bring in your customer/vendor/supplier details to your Zoho Campaigns' mailing lists.,An online accounting software to manage your finances.,Free,Campaigns,"Mar 29, 2019",0.0,0,0,https://www.zoho.com/campaigns/help/integrations/zoho-apps.html#Integration-with-Zoho-Books,Business,"Free, Subscription, Pay as you go, CRM Plus, Zoho One",Built-in App,https://marketplace.zoho.com/app/campaigns/zoho-books-for-zoho-campaigns
2022-01-09,12:41:23 AM,Bitbucket for Zoho Sprints,"https://mp-img1.zoho.com/view/extension/167000003836047, https://mp-img2.zoho.com/view/extension/167000003836043, https://mp-img2.zoho.com/view/extension/167000003836041",https://mp-img1.zoho.com/view/logo/1d667638-eaef-47d1-8b44-ccebf92af59e,Software Development,BitBucket is a code-hosting platform for version control and collaboration. The BitBucket integration for Zoho Sprints helps you keep the status of your projects in sync with your code changes without leaving your development workflow.,Map personal and team repositories from BitBucket to projects in Zoho Sprints. Update the status of your work items using quick commands. Get updates of all your BitBucket commits and pull requests within Zoho Sprints,Connect your code in BitBucket with your software projects in Zoho Sprints,Free,Sprints,"Mar 4, 2021",0.0,0,100,https://help.zoho.com/portal/en/kb/sprints/integrations/other-apps/articles/bitbucket-integration,"Commits, Issues, Code Repositories, Bitbucket, Pull Requests","Premium, Professional, Enterprise, Zoho Remotely, Zoho One",Built-in App,https://marketplace.zoho.com/app/sprints/bitbucket-for-zoho-sprints
2022-01-09,12:41:28 AM,GoToConnect for Zoho,"https://mp-img1.zoho.com/view/extension/167000000016273, https://mp-img2.zoho.com/view/extension/167000000016275, https://mp-img2.zoho.com/view/extension/167000000016277",https://mp-img1.zoho.com/view/logo/4173bc15-c788-4b38-b0dd-f4d3f9b03afc,Telephony,"More than a business phone system, GoToConnect is a true unified solution that provides everything your business needs to communicate from anywhere including phone, meetings, chat, text, and contact center functionality in one single application.The Zoho integration with GoToConnect helps businesses provide a better customer experience for inbound and outbound phone calls. By utilizing the integration, support and sales teams gain access to simplified call-activity management within Zoho.Teams benefit by utilizing the caller notification screen pops, click-to-call dialing, andautomatic call logging that enhances the customer experience through well-managedconversations.","Ease of UseControl and update your system in real time from any internet-enabled deviceusing GoToConnect’s online portal. GoToConnect’s visual Dial Plan Editor is a life-changing way to set up your phone system.. Work-from-anywhere With mobile and desktop applications, GoToConnect helps maintain professionalism regardless of where your work-from-anywhere workforce is: at the desk, on the road, or at home with desktop, web and mobile applications that let employees receive and make calls using their business number.. Inclusive PricingGoToConnect features all-inclusive pricing, with no hidden costs and delivers over 100 features for phone, meetings, chat, and text across mobile, desktop, and web applications for one low, monthly per seat price.. Reliability and SecurityLogMeIn was born and raised in the cloud and hosts over 11 data centers worldwide with 99.996% uptime and provides safeguard communication with layered authentication and encryption networks.",Integrate GotoConnect Voice with Zoho,Free,Recruit,"Jul 6, 2016",2.9,,,,Telephony,"Standard, Professional, Enterprise, Zoho One, People Plus",API,https://marketplace.zoho.com/app/recruit/jive
2022-01-09,12:41:34 AM,Github Extension for Zoho Desk,"https://mp-img1.zoho.com/view/extension/167000004016187, https://mp-img2.zoho.com/view/extension/167000004016189, https://mp-img2.zoho.com/view/extension/167000004016191, https://mp-img3.zoho.com/view/extension/167000004016193",https://mp-img1.zoho.com/view/logo/ccea67ce-df47-43da-8870-7544156346f9,Collaboration,"GitHub is a developer platform that lets you manage projects and teams, follow projects, host code, and maintain documentation. Using the GitHub extension for Zoho Desk, customer support agents can easily track and manage issues added to GitHub repositories without leaving Zoho Desk.",Create new issues to GitHub from Zoho Desk and link to tickets. View affected files and commits information related to the linked issues in Zoho Desk. Link existing issues from GitHub to tickets in Zoho Desk. Remove issues linked to a ticket in Zoho Desk anytime,Track issues raised in GitHub from inside the Zoho Desk,Paid,Desk,"Dec 21, 2021",0.0,0,0,,"Integrations, Project management, GitHub, Issues, Help desk","Professional, Enterprise, CRM Plus, Zoho One",API,https://marketplace.zoho.com/app/desk/github-extension-for-zoho-desk
2022-01-09,12:41:39 AM,Amazon Connect,"https://mp-img1.zoho.com/view/extension/167000000126123, https://mp-img2.zoho.com/view/extension/167000000126125, https://mp-img2.zoho.com/view/extension/167000000126127",https://mp-img1.zoho.com/view/logo/f9710868-9f38-4d0e-a17e-e3af7bbebcbb,Telephony,"Amazon Connect is a simple to use, cloud-based contact center service that scaled to support any size business. The service offers easy, self-service configuration and enables dynamic, personal, and natural customer engagement at any scale.","Click-to-call: Call customers with a single click from Zoho.. Call logs: No need to keep manual records calls anymore. Obtain call details and analytics any time with the help of Reports in Zoho.. Get contextual pop-ups: Get caller information at a glance with pop-ups that display your contacts' history and information whenever they call you. Save new callers as leads or contacts, and also perform activities like adding notes and tasks for each call without having to leave Zoho.",Amazon Connect is a cloud-based customer contact center.,Free,Bigin,"Dec 28, 2017",5.0,1,1,,Telephony,"Free, Express, Zoho One",Phonebridge,https://marketplace.zoho.com/app/bigin/amazon-connect
2022-01-09,12:41:46 AM,Zendesk with Zoho Assist,"https://mp-img1.zoho.com/view/extension/167000001222973, https://mp-img2.zoho.com/view/extension/167000001222975",https://mp-img1.zoho.com/view/logo/9aa9a0a6-9394-4f0e-8e36-01dc4f526e3c,Customer Service,Enable Zoho Assist's integration with Zendesk to close support tickets faster. Initiate remote support and screen sharing sessions right from your Zendesk support tickets to solve issues on the remote computer.,"Offer instant remote support from your Zendesk tickets by bringing your help desk and remote support solutions together.. All the session details like session duration, session notes, post-session survey results and the ticket status will be logged back into the ticket records.. Resolve your Zendesk tickets faster with features that make troubleshooting simpler, like file transfer, reboot, instant chat, and multi-monitor navigation.",Integrate Zoho Assist with Zendesk Support and provide remote support to customers with ease.,Free,Assist,"Apr 26, 2019",0.0,0,0,https://zoho.com/assist/help/zendesk.html,Customer Service,"Standard, Professional, Enterprise, Zoho One",Built-in App,https://marketplace.zoho.com/app/assist/zendesk-with-zoho-assist
2022-01-09,12:41:50 AM,JustCall Phone Bridge for Zoho,"https://mp-img1.zoho.com/view/extension/167000003365885, https://mp-img2.zoho.com/view/extension/167000003365887, https://mp-img2.zoho.com/view/extension/167000003365889, https://mp-img3.zoho.com/view/extension/167000003365891",https://mp-img1.zoho.com/view/logo/f335c187-3cb5-4731-b62c-1bd17c932472,Telephony,"JustCall is a cloud-based phone system for businesses which provides phone numbers in 70+ countries. Make and receive phone calls from your web browser or our desktop and mobile apps. Send and receive SMS with your customer along with the functionality to send bulk SMS. Run analytics on calls and SMS data to get better insights into your customer communication activities. Along with telephony features, you also get a lot of tools like AutoDialer, appointment scheduler, a click-to-call button for your website, conference call hosting, and more.With the JustCallPhone Bridge integration for Zoho, you can make and receive calls from within Zoho Products and automatically log all your calling in Zoho, saving up to 375 hours per agent per year in time and effort. To set up this integration, all you need is a JustCall account and a phone bridge enabled Zoho account.","This integration enables you to call directly from within Zoho Products by clicking on the click-to-dial button using JustCall.. Leave notes around your conversation with a customer from within Zoho during calls.. Get call notification pop-ups inside Zoho when calls land on your JustCall number. These notification pop-ups enable you to open customers profile while on call.. While on a call, take advantage of features like warm and blind transfer to talk to teammates.","Make, receive, automatically log, and track phone calls within Zoho Products.",Free,Desk,"Jan 9, 2020",5.0,5,5,https://justcall.io/help/zoho-phone-bridge-integration-justcall/,"Sales Automation, Sales, VoIP, Calling, Customer support, Click to Call, Click to text, Bulk SMS","Professional, Enterprise, CRM Plus, Zoho One",Phonebridge,https://marketplace.zoho.com/app/desk/justcall-phone-bridge-for-zoho-crm
2022-01-09,12:41:55 AM,Contaque Telephony Extension for Zoho,"https://mp-img1.zoho.com/view/extension/167000003343917, https://mp-img2.zoho.com/view/extension/167000003343919, https://mp-img2.zoho.com/view/extension/167000003343921, https://mp-img3.zoho.com/view/extension/167000002742699",https://mp-img1.zoho.com/view/logo/07cf91e5-9856-4537-a820-5d7e8ef7aecf,Telephony,"Contaque is call center software for telephony platforms. Integrating Contaque with Zoho will provide you with outstanding personalization capabilities for every interaction with your customers. Its user-friendly interface and single sign-on feature makes it easy to integrate, making it a complete package for your customer experience solution.","Calls to customer from Zoho can be established on a single click.. A unified platform for Contaque and Zoho.No more toggling between apps!. Manual and bended calling with followups call recording, transfer, conference in  addition with voice-logs.. Adjust external calls.",Experience the power of Contaque telephony integrated with Zoho,Paid,Desk,"Sep 15, 2020",0.0,0,0,https://www.contaque.com/zoho-knowledgebase,"telephony zoho integration, contaque zoho integration","CRM Plus, Zoho One",Sigma,https://marketplace.zoho.com/app/desk/contaque-telephony-extension-for-zoho-crm
2022-01-09,12:42:00 AM,Accurate Investigation Services For Zoho Recruit,"https://mp-img1.zoho.com/view/extension/167000003008759, https://mp-img2.zoho.com/view/extension/167000003008761, https://mp-img2.zoho.com/view/extension/167000003008763, https://mp-img3.zoho.com/view/extension/167000003008765",https://mp-img1.zoho.com/view/logo/a605e0a9-cd12-45bc-8ac3-93a915bc5a73,Background Checks,"Activate the Accurate Investigation Services background and pre-employment screening integration on Zoho Recruit and allow recruiters to order background checks, credential verification, drug and health screenings, motor vehicle and Form I-9 or E-Verify reports from Zoho Recruit. Each user will receive real-time status updates and be able to view results directly in the applicant's profile","“Two click” background order solution from Zoho Recruit. Single sign-in and point and click order process. Over 50 search, verification and custom options. Real-time status updates and screening results posted back to the applicant’s profile","Efficient, intuitive, and full-featured screening tools",Free,Recruit,"Dec 3, 2020",5.0,3,3,"https://accurateinvestigationservic-my.sharepoint.com/personal/jgernand_accurateinvestigationservices_com/_layouts/15/onedrive.aspx?id=%2Fpersonal%2Fjgernand%5Faccurateinvestigationservices%5Fcom%2FDocuments%2FZoho%2FZoho%20Integration%20linked%20instructions%2FZoho%20Integration%20Detailed%20Steps%2Epdf&parent=%2Fpersonal%2Fjgernand%5Faccurateinvestigationservices%5Fcom%2FDocuments%2FZoho%2FZoho%20Integration%20linked%20instructions&originalPath=aHR0cHM6Ly9hY2N1cmF0ZWludmVzdGlnYXRpb25zZXJ2aWMtbXkuc2hhcmVwb2ludC5jb20vOmI6L2cvcGVyc29uYWwvamdlcm5hbmRfYWNjdXJhdGVpbnZlc3RpZ2F0aW9uc2VydmljZXNfY29tL0VWNFhMS2lqeFVaSnN0VEZFWEd6alIwQndUU0RrZnlwRDVqc3JsSFFrY1A4LVE_cnRpbWU9SVE2Skh5M0gyRWc, https://help.zoho.com/portal/en/kb/recruit/marketplace/background-checks/ais/articles/accurate-investigative-services","ATS, Accurate Investigation Services, Background Screening, Background and Drug Screening, Background Check, Accurate Background, Sterling Background, Drug Screening, Applicant Tracking, Accurate","Standard, Professional, Enterprise, Zoho One, People Plus",Sigma,https://marketplace.zoho.com/app/recruit/accurate-investigation-services-for-zoho-recruit
2022-01-09,12:42:06 AM,SanIPPBX for Zoho,"https://mp-img1.zoho.com/view/extension/167000003935249, https://mp-img2.zoho.com/view/extension/167000003935251, https://mp-img2.zoho.com/view/extension/167000003935253, https://mp-img3.zoho.com/view/extension/167000003935255",https://mp-img1.zoho.com/view/logo/e7159a0e-b92d-4ca3-ab37-0ea5dc096092,Telephony,"SanIPPBX is a complete telephony integration for Zoho. With the SanIPPBX extension, you can get inbound and outbound call pop-ups so you can keep the track of any ongoing calls while working with Zoho. The SanIPPBX extension allows users to call directly from Zoho, and users can get access to all CDR reports and recordings directly from Zoho dashboard. It also allows users to use full call control options like mute, unmute, hang up, and more.SanIPPBX also allows you to monitor agent performance with its AMS reports.","Inbound/outbound call popups in Zoho. Access to all CDR Reports and recordings from Zoho dashboard. Click to call. Full call control (e.g., mute, unmute, hang up, etc.)",SanIPPBX lets you add a complete telephony solution to your Zoho,Paid,SalesIQ,"Nov 23, 2021",5.0,1,1,https://www.sansoftwares.com/product/sanippbx-zohointegration/,"Computer telephony integration, cloud telephony, Dialer, Phonebridge, IPPBX, Telephony, CTI, CTI integration, Call Center, Calling Solution","Standard, Professional, Enterprise",Phonebridge,https://marketplace.zoho.com/app/salesiq/sanippbx-for-zoho
2022-01-09,12:42:12 AM,Zoho Cliq for Zoho Subscriptions,"https://mp-img1.zoho.com/view/extension/167000003132141, https://mp-img2.zoho.com/view/extension/167000003132143, https://mp-img2.zoho.com/view/extension/167000000958845, https://mp-img3.zoho.com/view/extension/167000000958847",https://mp-img1.zoho.com/view/logo/2cfa5373-aed0-48ef-837e-cdde42d53a9d,Finance,"Zoho Subscriptions - Online recurring and subscription management software that helps you automate recurring billing, handle your billing cycle, manage customer subscriptions, and generate reports to analyze your business performance. From setting up pricing plans to collecting payments, you can streamline every aspect of your customer subscriptions with Zoho Subscriptions.",Track new subscriptions and provide a seamless onboarding experience for your customers. Mitigate your churn by getting prompt notifications during payment failures. Stay informed whenever a payment is completed for an invoice. Get notified and engage customers about their questions immediately,The Zoho Subscriptions - Zoho Cliq integration helps you keep tabs on all of your subscription details and notifies you of all of your transactional events under one roof.,Free,Subscriptions,"Jul 13, 2017",5.0,5,5,https://www.zoho.com/in/subscriptions/help/cliq-integration.html?Z_marketplace/Z_cliq,Finance,"Basic, Standard, Professional",Sigma,https://marketplace.zoho.com/app/subscriptions/zoho-subscriptions
2022-01-09,12:42:17 AM,CallerDesk for Zoho,"https://mp-img1.zoho.com/view/extension/167000003382335, https://mp-img2.zoho.com/view/extension/167000003382337, https://mp-img2.zoho.com/view/extension/167000003382339, https://mp-img3.zoho.com/view/extension/167000003382341",https://mp-img1.zoho.com/view/logo/e25a7569-5e14-444a-95ac-327486d1b272,Telephony,"CallerDesk is a cloud telephony platform that allows you to track employees' incoming and outgoing calls, and lets your team members add notes, follow-up actions, and customer feedback.","Track every call, caller, and call recipient. Secure your platform through 2-way authentication, restricted IP addresses, and other options for safeguarding your call database. Get deep agent analytics with the advance agent break module and live login timer",Handle your business calls through a cloud call center solution,Free,SalesIQ,"Apr 21, 2021",0.0,0,0,https://help.callerdesk.io/s/share/5226976/6hr5hkp5nspztqdi7pm5,"cloud telephony, IVR, cloud call center, Call Tracking, Tollfree number, inbound/outbound call management, Cloud contact center","Standard, Professional, Enterprise",Phonebridge,https://marketplace.zoho.com/app/salesiq/callerdesk-for-zoho
2022-01-09,12:42:24 AM,Visitor Management,"https://mp-img1.zoho.com/view/extension/167000000040021, https://mp-img2.zoho.com/view/extension/167000000040023, https://mp-img2.zoho.com/view/extension/167000000040025, https://mp-img3.zoho.com/view/extension/167000000040027",https://mp-img1.zoho.com/view/logo/23ef5a10-7fd3-42b6-ae6c-790efe99d031,IT and Administration,"Make sure you know who's coming to and going from your building. Whether you handle a corporate area or a smaller workplace, this application helps you keep track of every visitor.",Maintain a database of all the people who visit your workplace.. Capture signatures and photographs from your visitors.. Enable automatic emails so that your visitors receive personal welcome messages as they enter your building.. Give employees access to view their visitor details and see them represented in graphic charts.,Track your visitors,Free,Zoho Corporation,"Sep 18, 2017",4.3,,400,,IT and Administration,"Standard, Professional, Enterprise",Custom Apps,https://marketplace.zoho.com/app/customapps/visitor-management
2022-01-09,12:42:30 AM,First Advantage for Zoho Recruit,"https://mp-img1.zoho.com/view/extension/167000003921627, https://mp-img2.zoho.com/view/extension/167000003921629, https://mp-img2.zoho.com/view/extension/167000003921631, https://mp-img3.zoho.com/view/extension/167000003921633",https://mp-img1.zoho.com/view/logo/473126bf-f143-45e8-83f3-a31ca08a9848,Background Checks,"First Advantage makes it easier to find the right people for every role. As an industry leader in global background screening, First Advantage delivers more than 75+ million background screens each year with solutions designed to ensure candidates have the skills, attitudes, and aptitudes to make a positive difference in your clients’ organizations.","Send out background checks from Zoho Recruit and receive reports, all from a single window. Customize your screening process to match your organization or client needs. Offer candidates more flexibility and improve your time to hire. Receive accurate results in no time with our committed support services",Hire the right candidates with First Advantage from Zoho Recruit,Free,Recruit,"Dec 27, 2021",5.0,1,1,https://help.zoho.com/portal/en/kb/recruit/marketplace/background-checks/first-advantage/articles/first-advantage-for-zoho-recruit,"Employment Verification, Verification History, Hiring, Drug Test, BG Check, Criminal history, L&D, FADV, Educational Verification, First Advantage, Background Check, License Verification, Applicants, Proctoring, Drug Screening, FA, OnlineAssessments","Enterprise, Zoho One, People Plus",Sigma,https://marketplace.zoho.com/app/recruit/first-advantage-for-zoho-recruit
2022-01-09,12:42:36 AM,Export Field Details for Orchestly,"https://mp-img1.zoho.com/view/extension/167000001601231, https://mp-img2.zoho.com/view/extension/167000001601233, https://mp-img2.zoho.com/view/extension/167000001601235",https://mp-img1.zoho.com/view/logo/c2533696-f28d-4b5a-8dc9-4e3d88b04501,Marketing,"In Orchestly, Fields hold all the relevant details pertaining to Jobs. This extension comes in handy to download and maintain an offline copy of these details.",Export specific or all Fields from Jobs. Download files using XLS or CSV formats. Get the Field values along with their names,Export the field details of jobs from Orchestly.,Free,Orchestly,"Sep 23, 2019",4.0,1,100,https://help.zoho.com/portal/kb/articles/export-field-details-for-orchestly,Marketing,Standard,Sigma,https://marketplace.zoho.com/app/orchestly/export-field-details-for-orchestly
2022-01-09,12:42:43 AM,Google Translator for Zoho Desk,"https://mp-img1.zoho.com/view/extension/167000000749327, https://mp-img2.zoho.com/view/extension/167000000749329, https://mp-img2.zoho.com/view/extension/167000000749331",https://mp-img1.zoho.com/view/logo/e7eda99f-f080-4fc8-bc36-c8376487b4fd,Self Service,"Google Translate is a translation service developed by Google to translate text into a wide range of different languages. The translation is performed directly in the web browser almost instantly.The Google Translate extension for Zoho Desk helps your agents view ticket conversations in their desired language. It also enables them to offer support in a customer's native language. For example, if you are on the ticket details page and you want to change the language of a customer conversation from French to English, then you can use the extension to view its translation right inside the ticket.","Offer contextual support to customers by translating ticket conversations and resolutions.. Paste the translated resolution into the editor using one-click ""Copy to clipboard"" option.. Agents can enter a resolution in a language of their choice and have it translated into that of the customer.",View ticket conversations in your desired language,Free,Desk,"Oct 30, 2018",3.3,,800,https://help.zoho.com/portal/kb/articles/translating-ticket-coversations-using-google-translate,Customer Service,"Standard, Professional, Enterprise, CRM Plus, Zoho One",Sigma,https://marketplace.zoho.com/app/desk/google-translator-for-zoho-desk
2022-01-09,12:42:47 AM,Call Center for Zoho,"https://mp-img1.zoho.com/view/extension/167000001465461, https://mp-img2.zoho.com/view/extension/167000001465463, https://mp-img2.zoho.com/view/extension/167000001465465, https://mp-img3.zoho.com/view/extension/167000001465467",https://mp-img1.zoho.com/view/logo/66df6000-bc60-4c5b-bd1b-a5c9b96f760f,Telephony,"The Freevoice call center & business phone system for Zoho manages high call volumes with advanced call queues, virtual holds, and agent tools. Give callers the VIP treatment by integrating with Zoho to get an informed overview of call details before picking up. Save money with our usage-based pricing. Numbers available in over 100 countries. Unlimited free support. Contact us today for a free phone bill comparison and demonstration.","Watch callers and agents in real-time with queue statistics, talk times, agent performance, and more.. Auto log every call for analytical reports in Zoho and queue performance in call detail reports.. Get account pop-ups, one click dialing, and follow-up menus on a single screen. Pay for only what you actually need with our low cost usage-based pricing.",PhoneBridge with pay as you go calling,Free,Bigin,"Aug 7, 2019",5.0,1,1,https://www.freevoiceusa.com/business_phone_systems/guides/admin/crm_integration/integrating_zoho,"Freevoicepbx, IVR, Screen pop, Phone, Zoho, Freevoice, Call Recording, Telephony, Campaigns, Call Center, Marketing, Freevoiceusa","Free, Express, Zoho One",Phonebridge,https://marketplace.zoho.com/app/bigin/call-center-for-zoho-crm
